"block";"ID";"deg";"correct";"zaehler_packetID";"durchgang";"MeanAmplitude";"MaxRangeX";"MaxRangeY";"SwayVelocity";"reactionTime";"outlier"
"visual";"id17";45;1;9;1;2.29675864004025;5.5594;7.89493;493.963994651453;2013;FALSE
"visual";"id77";45;1;25;9;3.92821267333901;7.5159;13.63277;532.235083929396;2006;FALSE
"visualStop";"id92";180;1;17;5;3.08883154326341;4.2229;10.41093;228.748364443439;1802;FALSE
"visualStop";"id138";45;1;23;8;1.06265168381604;3.9578;5.67277;740.052874600298;1242;FALSE
"mental";"id148";90;1;27;10;1.85207484433703;5.4331;7.26734;561.78197736856;1548;FALSE
"mental";"id40";90;1;13;3;1.71834666775828;3.26608;9.09936;588.208053079396;1560;FALSE
"mental";"id68";45;1;11;2;1.09221547231391;3.1419;3.99732;339.936495203168;1559;FALSE
"visual";"id145";135;1;27;10;1.51633172591711;6.8562;3.32962;464.684021806881;1988;FALSE
"visualStop";"id109";45;1;13;3;2.65573811258787;6.736;5.87436;256.396455979271;1805;FALSE
"visualStop";"id79";180;1;17;5;1.7603662498802;5.8159;3.86089;265.302052059334;2671;FALSE
"mental";"id106";180;1;29;11;2.17427364449216;6.44759999999999;6.82165;737.51619530611;1602;FALSE
"visual";"id24";45;1;27;10;3.32701637183959;7.7751;7.30815;145.896260906713;1071;FALSE
"visualStop";"id77";135;1;19;6;4.61582227028319;11.2307;13.3194;530.097360922908;2218;FALSE
"visual";"id102";135;1;13;3;1.75496141878836;6.3312;7.1025;215.65630950492;1327;FALSE
"mental";"id130";45;1;21;7;2.63014229904728;9.0247;8.01069;691.303244345779;1565;FALSE
"mental";"id99";90;1;29;11;2.32426633995824;8.70602;6.211433;530.256715131963;2959;FALSE
"visualStop";"id72";45;1;9;1;4.03092524518226;7.7606;12.88369;668.202499301;1672;FALSE
"visual";"id26";135;1;31;12;1.96504955840539;8.35943;8.3105673;747.651109656384;2704;FALSE
"visualStop";"id36";90;1;13;3;5.03851301848831;13.235477;18.9093;186.676967485212;2212;FALSE
"mental";"id94";90;1;25;9;1.26066399991658;3.10566;4.266758;221.643093028296;1421;FALSE
"visualStop";"id128";180;1;15;4;2.50932187477119;8.4363;7.37867;520.320036389381;2690;FALSE
"mental";"id67";135;1;17;5;2.54792027908184;8.7589;6.46666;445.979568004879;1910;FALSE
"visualStop";"id101";90;1;31;12;1.34835293199708;4.44682;5.50912;537.531689969032;1239;FALSE
"visual";"id62";180;1;29;11;3.43308725315067;10.84062;9.6158;541.504265016004;3025;FALSE
"visual";"id82";45;1;25;9;2.38826903489294;6.0743;7.87495;505.279518601367;1401;FALSE
"mental";"id124";180;1;29;11;1.39274637246348;7.1776;5.43419;593.891007254798;2214;FALSE
"visual";"id138";135;1;17;5;2.59911776484992;7.7658;9.75804;716.856865926286;3499;FALSE
"mental";"id114";90;1;17;5;3.89895847224864;10.7757;9.5269;534.930483263736;2241;FALSE
"visual";"id130";180;1;17;5;2.26468409417475;8.3164;7.48722;688.52860628915;3987;FALSE
"visualStop";"id106";90;1;31;12;1.11369479682034;4.64080000000001;5.01355;776.096971470536;871;FALSE
"visualStop";"id140";180;1;31;12;1.65980823912181;4.22750000000001;4.8081;127.854298216164;1696;FALSE
"visualStop";"id134";90;1;21;7;3.52444477474379;8.1213;8.90364;205.559561635939;1507;FALSE
"visual";"id13";45;1;9;1;1.85123308301114;6.2837;1.850835;170.429459954475;1635;FALSE
"visualStop";"id117";45;1;31;12;2.00042573284083;4.4132;8.25111;531.064967437195;2894;FALSE
"visual";"id33";180;1;27;10;1.39679674905129;5.045094;8.40751;552.228834094611;2723;FALSE
"visual";"id135";180;1;31;12;2.34372812786478;7.915;5.74369;622.523796113274;2255;FALSE
"visualStop";"id66";45;1;27;10;2.01519898559838;5.9794;11.10668;252.572158891002;2574;FALSE
"mental";"id125";135;1;23;8;4.50757918338384;14.3938;7.77649;415.771803847819;3244;FALSE
"visualStop";"id63";90;1;31;12;4.71234976173181;6.264949;18.83597;523.691289146538;1876;FALSE
"mental";"id127";135;1;13;3;2.55889102350339;9.32844;7.77918;501.713941982508;3732;FALSE
"visualStop";"id6";45;1;31;12;1.86525172922325;5.95079999999999;6.395807;505.944090558415;1883;FALSE
"visualStop";"id140";135;1;27;10;0.695803887393854;2.2765;2.0288;124.546858420701;1527;FALSE
"visual";"id65";135;1;31;12;2.65065300548542;5.6162;8.227569;205.499968118825;1990;FALSE
"visual";"id95";45;1;27;10;2.36959762676453;4.5851;7.8968;245.089296411213;1233;FALSE
"visual";"id10";90;1;31;12;0.691020252316255;2.3738;2.553;284.253329178597;932;FALSE
"visual";"id82";90;1;21;7;0.997254343135226;3.8698;5.086852;514.251393799958;1493;FALSE
"mental";"id3";180;1;19;6;3.42281957390667;9.4913;9.798247;738.230049965874;1629;FALSE
"mental";"id61";45;1;17;5;1.82784866863579;4.9234;6.96111;220.155458303427;2538;FALSE
"visual";"id102";180;1;31;12;1.40934953332481;3.42537;5.0353;207.781220137256;1465;FALSE
"visual";"id95";45;1;27;10;2.31816109428521;5.29669999999999;6.5675;286.079456547478;1176;FALSE
"visualStop";"id36";135;1;23;8;4.2999875263493;14.55803;14.4983;215.15666962668;2509;FALSE
"visualStop";"id99";135;1;15;4;1.10838386848574;2.8562;6.02735;525.417504706962;2044;FALSE
"visualStop";"id48";45;1;27;10;2.13320728259238;8.1671;4.855;532.90150561757;1071;FALSE
"visualStop";"id75";90;1;25;9;2.08281723277026;7.6491;6.54127;755.334337297816;1974;FALSE
"visual";"id120";135;1;17;5;1.7505151244508;6.04461;4.34545;418.18639272094;1295;FALSE
"visual";"id149";180;1;31;12;3.53625122546346;9.1926;12.874911;664.045465557203;1779;FALSE
"visual";"id17";135;1;9;1;3.80263311629102;10.3579;9.79601;483.336917744543;3534;FALSE
"mental";"id55";180;1;17;5;1.3794456487189;3.815;4.62812;237.380478752694;1739;FALSE
"mental";"id62";180;1;13;3;2.98400899176772;12.8957;10.0756;462.092788002967;5826;FALSE
"visual";"id44";45;1;11;2;4.44623971517328;8.6428;13.50423;546.720506092324;2439;FALSE
"visual";"id76";135;1;15;4;1.77640520395019;5.6496;6.98099;639.99091753833;2481;FALSE
"visual";"id107";90;1;31;12;1.67238604330687;7.139;5.56555;506.643469500314;1890;FALSE
"visual";"id65";90;1;31;12;1.35685145621344;4.4033;4.16037;208.531394118078;1820;FALSE
"visual";"id134";180;1;29;11;1.15721004096903;2.7219;4.60972;262.23366295328;1602;FALSE
"visual";"id52";90;1;21;7;7.61104515481679;33.68828;25.30651;203.714169209344;2072;FALSE
"visual";"id94";180;1;31;12;1.55902770073065;5.13405;3.847258;209.974529954023;2199;FALSE
"visualStop";"id72";135;1;9;1;3.21113202049891;10.371;10.73722;648.058905388389;2305;FALSE
"visual";"id9";90;1;19;6;1.05087289656469;3.2101;3.58962;222.411056006502;1792;FALSE
"visual";"id120";135;1;17;5;2.51158043344905;7.736557;9.2438;442.801209992654;1950;FALSE
"mental";"id1";90;1;19;6;1.4292910786736;3.5564;5.33799;482.738000389906;1083;FALSE
"visual";"id64";135;1;11;2;3.61103077197681;10.2934;5.67615;420.680009306428;2199;FALSE
"visual";"id80";180;1;31;12;1.94247860543057;5.427;5.68858;208.866523203262;1958;FALSE
"visualStop";"id146";135;1;11;2;3.39807691256641;5.5481;15.20784;227.559873434436;2936;FALSE
"mental";"id37";180;1;31;12;2.03995776446878;7.4294;7.88335;748.314812484458;3409;FALSE
"visualStop";"id101";135;1;27;10;2.34276122028112;5.3813;11.49076;548.093302934292;2685;FALSE
"visual";"id40";135;1;21;7;1.72484819868743;5.399;8.37826;561.153285119661;1264;FALSE
"mental";"id133";180;1;27;10;3.09476371946516;12.4172;8.19646;605.354445090117;6541;FALSE
"visualStop";"id125";135;1;11;2;3.99054102866232;10.92662;9.89023;419.462078552664;3038;FALSE
"visualStop";"id105";45;1;9;1;2.56818743077283;7.6804;7.23877;207.947848476354;2435;FALSE
"visual";"id94";180;1;17;5;1.08953634841718;2.8887;3.51078;210.443753693687;1216;FALSE
"mental";"id44";90;1;19;6;2.12154796668049;5.9691;7.775684;511.391592439382;1480;FALSE
"mental";"id103";180;1;27;10;2.4164392231101;5.3411;9.31356;503.829482589934;1160;FALSE
"mental";"id130";180;1;25;9;2.92633408707981;7.7901;11.66512;696.630630700174;5818;FALSE
"mental";"id18";90;1;23;8;2.84998345245645;5.98;11.13076;424.70453009608;1704;FALSE
"visualStop";"id80";135;1;9;1;1.22508463215424;4.44836;3.8358;225.452978955679;2568;FALSE
"visualStop";"id50";180;1;21;7;1.29999491188215;5.2618;3.81779;267.224245747656;2356;FALSE
"mental";"id28";45;1;17;5;1.15409705347412;3.8256;2.73259;225.971496256734;1663;FALSE
"mental";"id104";45;1;31;12;0.500689081877576;2.1795;2.04442;284.535897838398;1017;FALSE
"mental";"id66";135;1;21;7;1.28068534095921;2.7187;6.71416;249.425196513046;2752;FALSE
"visualStop";"id40";135;1;11;2;1.77892275723196;5.234;7.92451;571.0076328901;1630;FALSE
"visualStop";"id147";135;1;9;1;1.6721949196435;4.3764;5.39813;294.769098354517;4269;TRUE
"visualStop";"id70";90;1;21;7;5.97920082814855;20.75546;16.1366;698.245166794704;1172;FALSE
"visual";"id147";135;1;25;9;3.7127263407764;5.8524;14.32735;300.071260606217;3044;FALSE
"mental";"id54";45;1;11;2;2.21250521683043;8.71899999999999;10.61359;648.648322581083;4920;TRUE
"visual";"id96";45;1;29;11;1.86633542912082;5.1587;6.728926;695.218448958734;1020;FALSE
"visualStop";"id132";45;1;9;1;3.85874133126335;11.468403;9.97195;471.591692485751;2090;FALSE
"visual";"id79";90;1;21;7;1.95960130055768;3.3655;7.66506;260.029870603904;1304;FALSE
"visualStop";"id79";90;1;19;6;1.55570985163297;2.8477;5.24762;270.215408462089;1144;FALSE
"mental";"id92";180;1;23;8;1.60306291174245;4.5167;4.66007;193.322323321072;1008;FALSE
"visualStop";"id120";135;1;19;6;2.11710982342426;6.48352;7.513628;440.607258599506;1893;FALSE
"visualStop";"id10";45;1;19;6;1.05636959786318;2.2099;4.15565;249.320116667258;1086;FALSE
"visualStop";"id81";90;1;9;1;1.17060985876376;4.9312;5.076538;557.864156456971;2233;FALSE
"mental";"id148";90;1;29;11;2.61885157303543;6.17288;11.57704;565.71702035585;3409;FALSE
"visual";"id114";45;1;9;1;1.40702067644095;5.83123;4.2756;536.259506699594;1598;FALSE
"visual";"id63";180;1;19;6;6.57101052152094;9.692892;22.9121;511.186105786815;3121;FALSE
"visual";"id132";45;1;31;12;1.82778220736578;5.5953;5.76486;490.036690621726;1154;FALSE
"visualStop";"id110";180;1;21;7;2.53217649733622;6.8872;10.24635;232.350448082268;2206;FALSE
"visualStop";"id79";135;1;19;6;3.12645013215507;7.7785;10.50257;238.881387203085;1961;FALSE
"visualStop";"id30";180;1;23;8;2.7904613878916;10.7928;12.24257;182.293608292973;5699;TRUE
"visual";"id117";90;1;25;9;1.8883560876715;5.8674;3.975048;525.784807717212;1799;FALSE
"visual";"id128";180;1;31;12;3.38600005258221;9.41990000000001;7.5533;520.225483552825;1506;FALSE
"visualStop";"id70";180;1;21;7;3.74369479501566;18.940087;8.63838;673.817272427804;2065;FALSE
"visual";"id122";135;1;29;11;0.830756888453072;3.4517;4.69861;593.089568346982;2853;FALSE
"mental";"id62";45;1;25;9;1.56647163635189;3.54183;6.83343;525.808549256864;1325;FALSE
"mental";"id12";180;1;9;1;2.54861068288747;10.4399;7.168252;564.190755678268;2821;FALSE
"visual";"id87";180;1;31;12;2.20177357545864;9.3065;4.3804;701.176941607504;3598;FALSE
"mental";"id131";135;1;29;11;1.61763002294998;4.2477;7.5629;472.88418597379;2263;FALSE
"visualStop";"id73";180;1;13;3;2.1652808180457;4.54879;6.6231;167.729641693611;1693;FALSE
"visual";"id105";180;1;23;8;2.17330292389045;6.5278;7.47656;223.875381861942;3155;FALSE
"mental";"id70";45;1;15;4;3.4461869373332;14.1487;8.74085;668.749520835032;1542;FALSE
"visual";"id104";135;1;19;6;2.02864102445596;6.6104;5.26478;283.399436567614;1691;FALSE
"mental";"id104";90;1;31;12;1.25668938269676;3.5607;3.67373;237.572225072518;1004;FALSE
"visual";"id50";135;1;31;12;1.20544319662494;4.1346;3.88769;272.630035639949;1669;FALSE
"mental";"id87";180;1;29;11;1.20077599383972;4.7488;5.07008;707.637405866159;2072;FALSE
"visualStop";"id27";90;1;27;10;5.36444918238642;14.38726;14.7915;215.188123206662;2352;FALSE
"mental";"id122";45;1;27;10;2.53062543520565;7.47481;8.00698;608.965790755378;3357;FALSE
"visual";"id76";135;1;9;1;1.92562686104649;7.3282;7.09756;624.950270131463;2022;FALSE
"visual";"id134";45;1;25;9;1.40552212739777;4.6684;3.62218;228.47791935556;1209;FALSE
"mental";"id132";135;1;15;4;5.70782367709326;19.71765;10.72762;485.992136630889;3015;FALSE
"visualStop";"id7";45;1;27;10;1.25583163513867;3.5736;6.92449;572.513263436432;1499;FALSE
"visualStop";"id110";45;1;9;1;1.59895330994685;6.9442;4.03292;220.329288270797;1847;FALSE
"visualStop";"id65";180;1;13;3;2.48143797069551;8.3474;4.8585;235.312762526735;1729;FALSE
"mental";"id71";180;1;31;12;2.04673743983436;6.143;5.20405;267.74877121274;2163;FALSE
"mental";"id100";135;1;23;8;2.08982637927011;5.6475;8.22939;831.149017104403;2086;FALSE
"mental";"id89";135;1;27;10;1.17757150547907;4.0833;4.35682;506.032830179462;1686;FALSE
"mental";"id8";180;1;27;10;3.77211298695654;9.4271;11.49632;539.052495173275;3535;FALSE
"visualStop";"id121";90;1;11;2;2.38499821778777;6.8947;7.41863;242.656848790036;1758;FALSE
"visual";"id104";180;1;17;5;0.785639826796996;3.2413;2.477141;235.069409339043;1840;FALSE
"mental";"id124";45;1;27;10;1.05858242499968;4.9495;3.2757;599.02221123318;1168;FALSE
"visual";"id23";45;1;17;5;2.02655707201643;7.0304;6.223303;621.269068307426;925;FALSE
"mental";"id87";45;1;15;4;1.96629597534899;5.1982;8.02149;696.506527070154;2407;FALSE
"mental";"id136";90;1;17;5;1.43077108953574;7.30369;6.51647;446.157882707357;2562;FALSE
"mental";"id15";90;1;25;9;1.27832293905596;4.54549;5.56873;577.358883597921;1648;FALSE
"mental";"id140";135;1;17;5;1.10071620093755;2.3151;3.352;114.72481146678;1503;FALSE
"visual";"id8";45;1;9;1;2.0747250896274;6.458;9.2612;543.357159078185;1713;FALSE
"mental";"id86";135;1;17;5;1.74776609492271;7.1257;4.26433;159.333361263104;3793;FALSE
"mental";"id12";135;1;29;11;3.75872168311751;11.5381;12.90826;590.677883615793;2256;FALSE
"visual";"id60";180;1;21;7;1.33127842125496;6.5078;4.9836;191.895662262785;2929;FALSE
"visualStop";"id138";135;1;11;2;2.80333552742011;9.133;11.34956;722.189217362472;2077;FALSE
"visual";"id58";135;1;11;2;3.14468274848161;11.2264;6.73585;605.556057875499;2278;FALSE
"visualStop";"id113";45;1;29;11;0.947704102002953;2.917;3.4255722;195.157248400705;1403;FALSE
"visual";"id44";180;1;17;5;3.12712711660992;7.1783;11.52755;528.342125724021;2574;FALSE
"visualStop";"id128";45;1;17;5;1.14285781794586;5.8882;5.9088;515.074893644037;1498;FALSE
"visual";"id17";180;1;21;7;2.74170635653411;7.1269;9.87491;493.73545200817;2715;FALSE
"visual";"id89";135;1;25;9;1.37490035325838;5.3931;4.3493;517.058531799828;2099;FALSE
"visual";"id43";45;1;27;10;1.28898060979783;3.2543;8.18398;572.477180516699;2277;FALSE
"mental";"id90";180;1;27;10;1.15224241138777;4.7922;3.70979;527.200070003712;1263;FALSE
"visual";"id50";180;1;9;1;1.80704400066775;4.7182;6.730983;223.201723919007;2159;FALSE
"visualStop";"id5";45;1;15;4;2.31847435189494;8.423;6.69083;858.801995350545;1638;FALSE
"mental";"id150";90;1;23;8;4.41186317700914;12.3763;10.6539;327.713266923226;2150;FALSE
"visualStop";"id55";180;1;9;1;1.92713334026197;4.69054;7.396157;210.313467541385;2275;FALSE
"mental";"id102";135;1;21;7;0.94482877837389;2.9609;4.26782;214.821609750028;1297;FALSE
"mental";"id87";45;1;15;4;1.40435145463668;6.2527;5.92942;694.602307815722;2967;FALSE
"mental";"id114";90;1;19;6;2.03151572877753;7.58657;7.1858;515.458738666332;3105;FALSE
"mental";"id13";135;1;13;3;7.34605384033767;11.6874;23.64669;190.475908370869;2454;FALSE
"mental";"id92";45;1;23;8;1.72783640850219;3.9392;6.99899;192.840724340284;857;FALSE
"mental";"id140";135;1;15;4;1.12886014117581;3.2823;3.6022;116.520272567208;1968;FALSE
"visual";"id7";135;1;19;6;0;0;0;0;2220;FALSE
"mental";"id19";90;1;25;9;0.613758511959765;2.6448;1.91579;251.30154613978;1170;FALSE
"visual";"id72";45;1;21;7;2.74620001737256;9.8807;8.32054;672.562804207621;1578;FALSE
"visualStop";"id47";135;1;25;9;1.09089782523922;4.8936;4.36043;633.484884136763;1920;FALSE
"visualStop";"id69";135;1;25;9;1.38162636743396;2.3571;5.0324;324.952110432697;1825;FALSE
"visual";"id108";45;1;21;7;2.91929327381468;3.7596;10.58463;623.129602974088;1393;FALSE
"mental";"id114";45;1;25;9;1.76309661375826;6.35719;5.749741;513.301224463329;1379;FALSE
"mental";"id53";45;1;23;8;2.40597123312188;3.7905;10.52159;694.415957980084;2414;FALSE
"visual";"id106";45;1;19;6;1.02254136846291;4.2557;4.85189;721.920465148786;1113;FALSE
"mental";"id24";45;1;15;4;5.11161901648142;9.6079;14.58331;148.517478232942;2404;FALSE
"visual";"id121";45;1;19;6;3.99571917858803;7.1537;13.46806;277.603466654102;1440;FALSE
"visual";"id45";180;1;19;6;3.44981967600058;12.3244;9.23583;594.902718667554;2924;FALSE
"visualStop";"id88";180;1;29;11;0.786952476474247;2.80857;3.02143;247.343668822428;2329;FALSE
"visual";"id10";90;1;31;12;1.61468571504798;2.2026;5.14306;261.99852879217;1364;FALSE
"mental";"id20";90;1;31;12;2.66349574520829;4.7336;10.39359;246.690503703543;2901;FALSE
"mental";"id92";45;1;15;4;2.39445479936632;2.37;8.068664;193.722473929126;909;FALSE
"visual";"id7";135;1;17;5;4.02317221721906;10.2558;11.72094;543.025775823929;1498;FALSE
"visual";"id115";135;1;9;1;1.6747592482449;7.1905;5.77784;893.459303393621;1914;FALSE
"mental";"id14";180;1;27;10;2.26470321151816;7.21235;5.97078;388.982638651677;2569;FALSE
"visual";"id102";90;1;27;10;1.17612387700123;2.76124;5.29952;224.368976866262;1224;FALSE
"visual";"id14";180;1;15;4;2.01593469332874;6.30528;6.92389;378.760874643947;2657;FALSE
"visualStop";"id70";90;1;17;5;2.17580939835103;7.8356;6.1172;671.374590003249;1599;FALSE
"visualStop";"id133";45;1;15;4;2.03396531459388;7.9344;5.27746;560.485837358188;2323;FALSE
"visual";"id68";90;1;27;10;0.888093024722483;3.4624;3.47899183;389.921117755658;1597;FALSE
"visualStop";"id112";135;1;19;6;4.37641711457925;8.7715;17.41272;561.540718929439;1958;FALSE
"visual";"id92";90;1;31;12;3.13700644994483;8.9912;7.80943;203.845981213147;1175;FALSE
"visual";"id58";90;1;21;7;0.637339457612434;3.0179;3.25107;584.820181913935;1070;FALSE
"visual";"id111";45;1;19;6;1.22711594338839;2.9528;7.71712;803.66012510355;1311;FALSE
"visual";"id125";135;1;13;3;1.9715277657922;6.3633;6.36243;417.594580407598;2243;FALSE
"visualStop";"id15";90;1;17;5;1.86335591913774;6.94481;6.084;568.851249175889;2388;FALSE
"visual";"id64";90;1;25;9;2.70429655203998;6.5465;8.42363;442.077378218902;2189;FALSE
"visualStop";"id42";180;1;29;11;1.47014781264764;5.2547;6.88962;540.581043394918;3242;FALSE
"visual";"id58";90;1;15;4;2.45955505773639;8.13822;6.10686;588.12325725523;1482;FALSE
"mental";"id9";90;1;17;5;2.09722536627736;3.9716;7.81641;226.746870031294;1654;FALSE
"mental";"id52";135;1;17;5;5.20464703491463;18.78492;23.59496;190.47102417578;3338;FALSE
"mental";"id80";90;1;19;6;1.7226848900947;5.0592;5.107111;218.268817678932;1979;FALSE
"visualStop";"id68";90;1;19;6;2.64977671980816;7.651;8.16417;356.88329319406;2429;FALSE
"visualStop";"id63";90;1;9;1;2.2875274496011;3.55533;10.18181;533.985433299322;1901;FALSE
"visualStop";"id137";45;1;19;6;3.30837977923867;9.1895;8.43408;515.538511669425;2221;FALSE
"visual";"id134";135;1;23;8;1.1386460719084;2.4742;3.96648;212.457126855664;1364;FALSE
"visualStop";"id84";135;1;29;11;2.7014444114004;7.1959;8.009492;745.111892615843;2010;FALSE
"visualStop";"id20";90;1;23;8;1.51890189868978;3.7551;5.22065;256.80248680982;1976;FALSE
"visualStop";"id57";180;1;25;9;2.43276018431314;9.71246;4.33731;479.872064799686;3180;FALSE
"visualStop";"id101";180;1;21;7;2.48596003346409;6.1964;11.04998;558.981073698547;2442;FALSE
"visual";"id2";135;1;13;3;1.45580561587082;4.4939;6.364733;643.590116134378;2512;FALSE
"visualStop";"id143";180;1;19;6;3.41915199551886;10.365079;11.55185;428.696998945117;4058;FALSE
"visualStop";"id1";45;1;27;10;1.44899588941463;4.1096;6.08624;493.63910987993;1635;FALSE
"mental";"id107";180;1;9;1;2.60998975275168;4.8376;10.09699;516.239824929764;2371;FALSE
"mental";"id150";45;1;17;5;3.58753078403545;10.0874;12.5718;334.423941027253;2020;FALSE
"visualStop";"id110";45;1;13;3;3.81616617976188;5.6202;12.102064;242.513448721626;1495;FALSE
"mental";"id25";180;1;13;3;2.87390724434924;3.812;11.40719;276.181445430583;2652;FALSE
"visualStop";"id28";180;1;11;2;1.12674899806025;2.8151;4.146168;228.044229901091;1885;FALSE
"visualStop";"id42";45;1;31;12;2.10337818178964;5.3082;8.346331;540.941703918461;1341;FALSE
"visual";"id4";180;1;19;6;2.69799470613766;4.0542;11.6907;723.127322854791;2876;FALSE
"visual";"id14";135;1;15;4;2.78756882852665;4.94474;12.77437;386.197706792788;2464;FALSE
"visualStop";"id15";180;1;17;5;2.14695720805137;7.61933;4.242512;571.547283458575;1847;FALSE
"mental";"id31";45;1;29;11;2.14816655684241;5.0584;9.10638;709.588923781046;1025;FALSE
"mental";"id53";135;1;15;4;2.09849851361502;8.068;6.7226;683.156969203495;2527;FALSE
"visualStop";"id73";180;1;19;6;3.66874565356714;9.04402;7.47611;204.593113362775;1835;FALSE
"visualStop";"id90";180;1;19;6;2.14581435679332;10.7511;4.45837;545.551522947462;1679;FALSE
"mental";"id115";45;1;15;4;4.86122362599606;14.9263;13.26415;882.930944528828;1907;FALSE
"visualStop";"id136";45;1;21;7;2.50751932771277;8.46037;6.17182;439.907166388512;2036;FALSE
"visualStop";"id56";45;1;25;9;2.69308790436132;6.3931;9.76297;501.660901048472;2285;FALSE
"visual";"id37";90;1;17;5;2.12290155497075;5.7487;7.16886;735.973792927177;1719;FALSE
"mental";"id10";180;1;9;1;0.829518067043565;1.9585;4.831081;319.154019033456;1987;FALSE
"visual";"id64";90;1;25;9;2.53537591141081;7.1721;10.10842;454.120007677082;2294;FALSE
"visualStop";"id84";180;1;29;11;1.57908522294807;6.1626;7.49194;736.933568180027;2280;FALSE
"visualStop";"id117";45;1;19;6;1.60674310021815;4.1836;6.27806;534.195712439802;1270;FALSE
"mental";"id34";180;1;25;9;1.89602924008821;5.6502;6.58296;250.83940686601;2753;FALSE
"visualStop";"id111";135;1;23;8;1.7105054479418;4.3859;7.86313;793.779488396997;2083;FALSE
"mental";"id150";45;1;23;8;2.45505166221582;5.94139999999999;8.68069999999999;306.827281508356;1099;FALSE
"mental";"id134";90;1;17;5;1.34008263384426;3.9559;4.56045;225.584904738588;999;FALSE
"mental";"id10";135;1;25;9;0.618127714663502;2.7429;2.7799;320.510565437279;1963;FALSE
"mental";"id25";45;1;11;2;2.29593374689126;2.9559;7.6627;323.887275971564;1515;FALSE
"mental";"id10";135;1;9;1;1.57544019788954;3.5131;5.28802;322.708350639526;2346;FALSE
"mental";"id135";180;1;23;8;3.41289491200085;7.0856;11.74277;644.140154647291;2887;FALSE
"visual";"id58";135;1;11;2;2.52927036397014;6.6994;8.03542;595.297191605574;1952;FALSE
"visualStop";"id22";135;1;31;12;2.06721626784622;4.0558;10.1112;681.115359537622;1473;FALSE
"visualStop";"id106";45;1;23;8;2.2281976800258;7.6874;6.78507;725.811486085872;1245;FALSE
"visualStop";"id115";90;1;27;10;5.28032465196552;19.5331;8.99065;855.628536883553;2319;FALSE
"mental";"id99";45;1;31;12;1.65914678629108;7.4541;3.110998;542.581334856356;1472;FALSE
"visualStop";"id106";45;1;9;1;9.85730324237753;28.0732;38.7631;4236.69933747516;2025;FALSE
"visual";"id76";90;1;19;6;1.04725088973008;4.9407;4.30963;674.291040679791;1260;FALSE
"visual";"id124";135;1;31;12;2.08405629802547;2.9864;9.081193;596.199427366665;1399;FALSE
"visual";"id51";135;1;29;11;1.40320826691546;3.504;6.8808;527.683181465041;2210;FALSE
"mental";"id69";45;1;23;8;2.25370926182772;3.1983;8.187012;307.784012447755;1576;FALSE
"visual";"id135";180;1;15;4;3.54104171463846;8.84255;10.95919;649.809243443879;3183;FALSE
"visualStop";"id123";180;1;31;12;2.17887220647195;5.9697;8.86271;637.342704087236;1782;FALSE
"mental";"id111";45;1;15;4;1.94802172140131;5.4736;7.23997;761.583903852401;1478;FALSE
"visual";"id146";135;1;13;3;1.37428569990824;3.29823;4.68953;226.003177953001;2573;FALSE
"visualStop";"id138";180;1;19;6;2.95766326284545;5.94485;11.74444;722.447733467434;2723;FALSE
"visual";"id102";90;1;13;3;1.03589914791752;2.7422;3.64375;226.322331311336;1163;FALSE
"mental";"id73";135;1;17;5;3.04050138326393;5.04658;9.56653;202.294678324822;2071;FALSE
"visualStop";"id63";135;1;31;12;3.30326060249199;6.31624;13.27947;522.970252559763;3201;FALSE
"visual";"id64";45;1;11;2;3.74535421124252;10.28572;10.39274;461.29937595234;1564;FALSE
"mental";"id50";135;1;27;10;3.96388956114943;11.9384;7.86352;236.648290650922;2493;FALSE
"visual";"id47";180;1;21;7;2.22125796832343;7.3814;8.21268;634.12698268488;2302;FALSE
"visual";"id94";135;1;17;5;0.873494240015727;2.10545;4.04138;221.700528200577;1126;FALSE
"mental";"id58";135;1;25;9;1.77900470134545;4.3299;8.765259;636.489610973966;1989;FALSE
"mental";"id35";45;1;21;7;1.82953029552347;5.3581;7.18119;672.274545887331;2078;FALSE
"visualStop";"id9";90;1;27;10;1.57340572528101;2.8514;5.40278;211.222421727498;1306;FALSE
"visual";"id127";45;1;27;10;0.757692979216268;3.89774;3.1907;506.169996351268;1031;FALSE
"visual";"id12";135;1;17;5;4.56910247154;7.5515;13.28679;576.456950609321;1996;FALSE
"visualStop";"id39";135;1;31;12;2.85801657051812;5.7666;10.71904;728.820640300311;1460;FALSE
"visualStop";"id85";45;1;13;3;1.86454478926579;6.7064;5.77541;853.663392155992;1400;FALSE
"visualStop";"id17";135;1;31;12;2.54006828240872;8.3787;7.10324;515.128299303527;2576;FALSE
"visual";"id36";180;1;17;5;3.95831968921576;16.97416;13.5606;197.034745167409;3790;FALSE
"mental";"id23";45;1;29;11;1.87041512675856;4.12;7.82905;643.133804039914;1066;FALSE
"visualStop";"id100";90;1;11;2;2.3026949234025;6.3778;13.15218;835.191020896371;2451;FALSE
"mental";"id36";180;1;25;9;4.7691893902058;20.53382;19.7922;196.699304638343;10822;TRUE
"visual";"id150";180;1;31;12;2.20382678461812;7.2597;5.0076;300.372177553954;1168;FALSE
"visualStop";"id72";90;1;15;4;2.26483981341715;3.8386;12.767072;668.577053472678;2092;FALSE
"visualStop";"id123";180;1;15;4;1.79903562853067;5.1521;8.11963;647.82668380844;3521;FALSE
